Year,Round,Pick,Player,College,Games,Minutes Played,PTS,TRB,AST,FG%,3P%,FT%,Minutes Played per game,PTS per game,TBR per game,AST per game,WS,Team
1992,2,31,Reggie Smith,TCU,66,384,99,120,5,0.394,0.0,0.404,5.8,1.5,1.8,0.1,0.4,POR
1990,1,25,Alaa Abdelnaby,Duke,256,3200,1465,846,85,0.502,0.0,0.701,12.5,5.7,3.3,0.3,4.8,POR
1989,1,22,Byron Irvin,Missouri,87,849,451,123,73,0.471,0.35,0.722,9.8,5.2,1.4,0.8,2.1,POR
1989,2,36,Clifford Robinson,UConn,1380,42561,19591,6306,3094,0.438,0.356,0.689,30.8,14.2,4.6,2.2,89.7,POR
1988,1,21,Mark Bryant,Seton Hall,797,13479,4313,2992,491,0.5,0.083,0.697,16.9,5.4,3.8,0.6,26.1,POR
1988,2,26,Rolando Ferreira,Houston,12,34,9,13,1,0.056,0.0,0.875,2.8,0.8,1.1,0.1,-0.2,POR
1988,3,53,Anthony Mason,Tennessee State,882,30605,9656,7279,2963,0.509,0.167,0.709,34.7,10.9,8.3,3.4,88.3,POR
1988,3,71,Craig Neal,Georgia Tech,63,625,158,45,155,0.373,0.302,0.6,9.9,2.5,0.7,2.5,-0.4,POR
1987,1,17,Ronnie Murphy,Jacksonville University,18,89,36,11,6,0.286,0.25,0.636,4.9,2.0,0.6,0.3,-0.2,POR
1987,2,30,Nikita Wilson,LSU,15,54,19,11,3,0.304,0.0,0.833,3.6,1.3,0.7,0.2,-0.1,POR
1987,3,63,Kevin Gamble,Iowa,649,14508,6154,1457,1300,0.502,0.36,0.81,22.4,9.5,2.2,2.0,33.3,POR
1986,1,14,Walter Berry,St. John's,205,4863,2882,971,292,0.539,0.2,0.638,23.7,14.1,4.7,1.4,8.2,POR
1986,1,24,Arvydas Sabonis,Out US,470,11375,5629,3436,964,0.5,0.328,0.786,24.2,12.0,7.3,2.1,47.3,POR
1986,3,60,Dražen Petrović,Out US,290,7669,4461,669,701,0.506,0.437,0.841,26.4,15.4,2.3,2.4,21.5,POR
1985,1,24,Terry Porter,University of Wisconsin-Stevens Point,1274,35354,15586,3872,7160,0.463,0.386,0.836,27.8,12.2,3.0,5.6,110.4,POR
1985,2,25,Mike Smrek,Canisius,194,1890,554,422,49,0.431,0.0,0.617,9.7,2.9,2.2,0.3,0.7,POR
1985,3,61,Perry Young,Virginia Tech,9,72,13,8,7,0.286,0.0,0.5,8.0,1.4,0.9,0.8,-0.1,POR
1984,1,2,Sam Bowie,Kentucky,511,14098,5564,3845,1075,0.452,0.302,0.748,27.6,10.9,7.5,2.1,26.9,POR
1984,1,19,Bernard Thompson,Fresno State,204,2935,1078,352,266,0.439,0.0,0.789,14.4,5.3,1.7,1.3,3.4,POR
1984,2,33,Steve Colter,New Mexico State,526,9570,3319,1051,1482,0.448,0.289,0.778,18.2,6.3,2.0,2.8,17.3,POR
1984,2,46,Jerome Kersey,Longwood University,1153,28115,11825,6339,2134,0.465,0.201,0.69,24.4,10.3,5.5,1.9,69.5,POR
1983,1,14,Clyde Drexler,Houston,1086,37537,22195,6677,6125,0.472,0.318,0.788,34.6,20.4,6.1,5.6,135.6,POR
1983,2,39,Granville Waiters,Ohio State,249,2547,606,540,121,0.458,0.0,0.559,10.2,2.4,2.2,0.5,1.9,POR
1983,3,62,Tom Piotrowski,La Salle,18,78,30,16,5,0.462,0.0,1.0,4.3,1.7,0.9,0.3,0.1,POR
1982,1,11,Fat Lever,Arizona State,752,23814,10433,4523,4696,0.447,0.31,0.771,31.7,13.9,6.0,6.2,61.2,POR
1982,2,33,Linton Townes,James Madison University,60,543,257,67,32,0.44,0.36,0.75,9.1,4.3,1.1,0.5,0.6,POR
1982,2,37,Audie Norris,Jackson State University,187,2585,819,576,147,0.511,0.0,0.662,13.8,4.4,3.1,0.8,2.9,POR
1981,1,15,Jeff Lamp,Virginia,291,3471,1495,437,269,0.47,0.222,0.841,11.9,5.1,1.5,0.9,5.2,POR
1981,1,16,Darnell Valentine,Kansas,620,14395,5400,1318,3080,0.437,0.261,0.787,23.2,8.7,2.1,5.0,22.1,POR
1981,3,61,Pétur Guðmundsson,Washington,150,2060,693,563,153,0.494,0.5,0.754,13.7,4.6,3.8,1.0,2.1,POR
1981,4,85,Pete Verhoeven,Fresno State,282,3220,1000,641,152,0.505,0.25,0.689,11.4,3.5,2.3,0.5,5.2,POR
1980,1,10,Ronnie Lester,Iowa,250,4959,1816,473,1003,0.469,0.227,0.788,19.8,7.3,1.9,4.0,6.3,POR
1980,3,56,Mike Harper,North Park University,123,1894,613,432,71,0.474,0.0,0.559,15.4,5.0,3.5,0.6,2.4,POR
1980,8,168,John Stroeder,Montana,46,293,82,85,23,0.369,0.0,0.667,6.4,1.8,1.8,0.5,-0.1,POR
1979,1,12,Jim Paxson,Dayton,784,21357,11199,1593,2300,0.498,0.225,0.807,27.2,14.3,2.0,2.9,53.7,POR
1978,1,1,Mychal Thompson,Minnesota,935,27764,12810,6951,2141,0.504,0.0,0.655,29.7,13.7,7.4,2.3,59.1,POR
1978,1,7,Ron Brewer,Arkansas,501,12892,5971,971,920,0.459,0.0,0.824,25.7,11.9,1.9,1.8,17.3,POR
1978,2,24,Keith Herron,Villanova,124,2620,1219,242,174,0.438,0.0,0.858,21.1,9.8,2.0,1.4,3.2,POR
1978,2,44,Clemon Johnson,Florida A&M,761,13310,4102,3508,744,0.492,0.0,0.621,17.5,5.4,4.6,1.0,25.5,POR
1978,5,110,Clay Johnson,Missouri,80,688,224,93,45,0.41,0.333,0.724,8.6,2.8,1.2,0.6,0.7,POR
1977,1,19,Rich Laurel,Hofstra,10,57,24,10,3,0.323,0.0,1.0,5.7,2.4,1.0,0.3,0.0,POR
1977,2,28,Kim Anderson,Missouri,21,224,63,45,15,0.312,0.0,0.536,10.7,3.0,2.1,0.7,-0.4,POR
1977,2,41,T.R. Dunn,Alabama,993,23080,5033,4371,1631,0.457,0.0,0.725,23.2,5.1,4.4,1.6,39.8,POR
1976,1,5,Wally Walker,Virginia,565,10168,3968,1759,844,0.467,0.0,0.643,18.0,7.0,3.1,1.5,12.9,POR
1976,2,20,Major Jones,Albany State University,374,5063,1643,1323,215,0.49,0.111,0.586,13.5,4.4,3.5,0.6,5.5,POR
1976,2,22,Johnny Davis,Dayton,750,21200,9710,1505,3368,0.448,0.0,0.821,28.3,12.9,2.0,4.5,38.5,POR
1975,1,6,Lionel Hollins,Arizona State,673,18453,7809,1601,3006,0.444,0.0,0.741,27.4,11.6,2.4,4.5,22.9,POR
1975,2,25,Bob Gross,Cal State Long Beach,513,12575,4567,2253,1481,0.512,0.0,0.798,24.5,8.9,4.4,2.9,30.7,POR
1975,3,50,Gus Gerard,Virginia,280,3524,1607,719,224,0.436,0.0,0.649,12.6,5.7,2.6,0.8,5.3,POR
1975,4,61,Phil Hicks,Tulane,57,390,132,94,32,0.447,0.0,0.778,6.8,2.3,1.6,0.6,0.5,POR
1974,1,1,Bill Walton,UCLA,468,13250,6215,4923,1590,0.521,0.0,0.66,28.3,13.3,10.5,3.4,39.3,POR
1974,2,20,Jan van Breda Kolff,Vanderbilt,434,10155,2596,1778,815,0.439,0.0,0.814,23.4,6.0,4.1,1.9,15.1,POR
1974,2,34,Phil Lumpkin,Miami University,82,1162,272,82,225,0.424,0.0,0.812,14.2,3.3,1.0,2.7,0.7,POR
1974,4,56,Mickey Johnson,Aurora University,904,25005,12748,6465,2677,0.449,0.0,0.8,27.7,14.1,7.2,3.0,58.6,POR
1974,6,92,Dan Anderson,USC,95,1067,347,91,166,0.472,0.0,0.846,11.2,3.7,1.0,1.7,1.6,POR
1973,4,55,William Averitt,Pepperdine,130,2221,1085,161,330,0.392,0.0,0.713,17.1,8.3,1.2,2.5,-1.8,POR
1972,1,1,LaRue Martin,Loyola Chicago,271,3795,1430,1258,203,0.416,0.0,0.685,14.0,5.3,4.6,0.7,1.9,POR
1972,2,14,Bob Davis,Weber State,9,41,16,5,2,0.214,0.0,0.667,4.6,1.8,0.6,0.2,-0.3,POR
1972,2,26,Dave Twardzik,Old Dominion,280,6921,2666,611,940,0.552,0.0,0.823,24.7,9.5,2.2,3.4,21.8,POR
1972,2,30,Ollie Johnson,Temple,690,14554,5341,2280,1212,0.496,0.0,0.827,21.1,7.7,3.3,1.8,27.0,POR
1972,3,31,Lloyd Neal,Tennessee State,435,11015,4846,3370,632,0.485,0.0,0.672,25.3,11.1,7.7,1.5,22.7,POR
1971,1,2,Sidney Wicks,UCLA,760,25762,12803,6620,2437,0.459,0.0,0.685,33.9,16.8,8.7,3.2,42.4,POR
1971,2,25,Charlie Yelverton,Fordham,69,1227,545,201,81,0.389,0.0,0.707,17.8,7.9,2.9,1.2,-0.5,POR
1971,3,37,Larry Steele,Kentucky,610,14777,5009,1781,1719,0.483,0.0,0.796,24.2,8.2,2.9,2.8,28.2,POR
1971,3,42,William Smith,Syracuse,30,491,205,143,20,0.431,0.0,0.597,16.4,6.8,4.8,0.7,0.1,POR
1971,9,139,Goo Kennedy,TCU,32,277,65,51,6,0.534,0.0,0.375,8.7,2.0,1.6,0.2,0.3,POR
1970,1,8,Geoff Petrie,Princeton,446,16787,9732,1271,2057,0.455,0.0,0.805,37.6,21.8,2.8,4.6,26.1,POR
1970,2,25,Walt Gilmore,Fort Valley State University,27,261,58,73,12,0.426,0.0,0.462,9.7,2.1,2.7,0.4,0.2,POR
1970,5,76,Ron Knight,California State University Los Angeles,101,1145,472,283,83,0.433,0.0,0.5,11.3,4.7,2.8,0.8,0.2,POR
1970,7,110,Claude English,Rhode Island,18,70,27,20,6,0.262,0.0,0.714,3.9,1.5,1.1,0.3,-0.3,POR
2023,1,24,Olivier-Maxence Prosper,Marquette,40,336,121,79,22,0.385,0.289,0.683,8.4,3.0,2.0,0.6,0.5,SAC
2023,2,38,Jordan Walsh,Arkansas,9,83,15,20,5,0.4,0.222,0.5,9.2,1.7,2.2,0.6,0.2,SAC
2023,2,54,Jalen Slawson,Furman University,12,37,8,7,2,0.667,0.0,0.0,3.1,0.7,0.6,0.2,0.0,SAC
2022,1,4,Keegan Murray,Iowa,157,4970,2148,791,227,0.454,0.384,0.805,31.7,13.7,5.0,1.4,9.5,SAC
2022,2,37,Jaden Hardy,Out US,121,1697,950,220,174,0.42,0.379,0.8,14.0,7.9,1.8,1.4,1.0,SAC
2021,1,9,Davion Mitchell,Baylor,227,4624,1690,366,632,0.434,0.327,0.703,20.4,7.4,1.6,2.8,3.0,SAC
2021,2,39,Neemias Queta,Utah State University,48,482,211,164,27,0.596,0.0,0.66,10.0,4.4,3.4,0.6,2.0,SAC
2020,1,12,Tyrese Haliburton,Iowa State,260,8547,4483,960,2274,0.478,0.393,0.856,32.9,17.2,3.7,8.7,27.2,SAC
2020,2,35,Xavier Tillman,Michigan State,227,3940,1355,935,310,0.522,0.267,0.574,17.4,6.0,4.1,1.4,10.3,SAC
2020,2,43,Jahmi'us Ramsey,Texas Tech,39,349,147,45,21,0.416,0.271,0.68,8.9,3.8,1.2,0.5,-0.1,SAC
2020,2,52,Kenyon Martin,Out US,266,5762,2378,1122,323,0.544,0.337,0.662,21.7,8.9,4.2,1.2,11.1,SAC
2019,2,40,Justin James,Wyoming,72,542,228,62,40,0.446,0.343,0.544,7.5,3.2,0.9,0.6,0.3,SAC
2019,2,47,Ignas Brazdeikis,Michigan,64,838,318,122,58,0.416,0.315,0.686,13.1,5.0,1.9,0.9,0.4,SAC
2018,1,2,Marvin Bagley,Duke,258,6209,3343,1805,242,0.518,0.296,0.692,24.1,13.0,7.0,0.9,12.0,SAC
2018,2,37,Gary Trent,Duke,341,9805,4874,815,512,0.422,0.386,0.819,28.8,14.3,2.4,1.5,15.8,SAC
2017,1,5,De'Aaron Fox,Kentucky,469,15420,9940,1784,2870,0.471,0.334,0.736,32.9,21.2,3.8,6.1,29.6,SAC
2017,1,10,Zach Collins,Gonzaga,314,6160,2606,1539,574,0.479,0.336,0.75,19.6,8.3,4.9,1.8,9.2,SAC
2017,2,34,Frank Mason,Kansas,103,1616,695,204,272,0.396,0.301,0.755,15.7,6.7,2.0,2.6,1.2,SAC
2016,1,8,Marquese Chriss,Washington,292,5338,2206,1366,298,0.456,0.29,0.667,18.3,7.6,4.7,1.0,6.5,SAC
2015,1,6,Willie Cauley-Stein,Kentucky,422,9276,3675,2470,598,0.544,0.188,0.612,22.0,8.7,5.9,1.4,23.3,SAC
2014,1,8,Nik Stauskas,Michigan,343,6701,2290,691,515,0.389,0.354,0.812,19.5,6.7,2.0,1.5,3.9,SAC
2013,1,7,Ben McLemore,Kansas,556,12534,5015,1269,563,0.414,0.363,0.78,22.5,9.0,2.3,1.0,9.0,SAC
2013,2,36,Ray McCallum,Detroit Mercy,154,2808,920,306,368,0.408,0.335,0.711,18.2,6.0,2.0,2.4,2.1,SAC
2012,1,5,Thomas Robinson,Kansas,313,4204,1528,1507,190,0.47,0.0,0.505,13.4,4.9,4.8,0.6,4.6,SAC
2012,2,36,Orlando Johnson,UC Santa Barbara,103,1112,329,180,69,0.358,0.311,0.727,10.8,3.2,1.7,0.7,1.4,SAC
2011,1,7,Bismack Biyombo,Out US,839,16384,4251,4951,551,0.535,0.0,0.553,19.5,5.1,5.9,0.7,32.4,SAC
2011,2,35,Tyler Honeycutt,UCLA,24,120,28,24,9,0.314,0.2,0.714,5.0,1.2,1.0,0.4,-0.1,SAC
2011,2,60,Isaiah Thomas,Washington,556,15582,9723,1321,2641,0.434,0.363,0.872,28.0,17.5,2.4,4.8,45.3,SAC
2010,1,5,DeMarcus Cousins,Kentucky,654,19508,12802,6664,1979,0.46,0.331,0.737,29.8,19.6,10.2,3.0,46.8,SAC
2010,2,33,Hassan Whiteside,Marshall,511,12645,6450,5523,327,0.586,0.308,0.605,24.7,12.6,10.8,0.6,52.0,SAC
2009,1,4,Tyreke Evans,Memphis,594,18242,9347,2720,2852,0.44,0.323,0.757,30.7,15.7,4.6,4.8,28.4,SAC
2009,1,23,Omri Casspi,Out US,588,11959,4642,2355,662,0.454,0.368,0.678,20.3,7.9,4.0,1.1,19.6,SAC
2009,2,31,Jeff Ayres,Arizona State,237,2322,690,632,99,0.553,0.4,0.776,9.8,2.9,2.7,0.4,6.3,SAC
2008,1,12,Jason Thompson,Rider University,588,14819,5210,3880,635,0.496,0.143,0.657,25.2,8.9,6.6,1.1,23.8,SAC
2008,2,42,Sean Singletary,Virginia,37,303,90,35,29,0.365,0.4,0.857,8.2,2.4,0.9,0.8,0.0,SAC
2008,2,43,Patrick Ewing,Georgetown,7,19,3,2,2,0.0,0.0,0.75,2.7,0.4,0.3,0.3,-0.1,SAC
2007,1,10,Spencer Hawes,Washington,684,15541,5932,3893,1271,0.457,0.35,0.716,22.7,8.7,5.7,1.9,22.6,SAC
2006,1,19,Quincy Douby,Rutgers University,143,1535,588,152,93,0.389,0.312,0.884,10.7,4.1,1.1,0.7,0.0,SAC
2005,1,23,Francisco García,Louisville,549,11853,4323,1400,747,0.427,0.357,0.799,21.6,7.9,2.6,1.4,18.2,SAC
2004,1,26,Kevin Martin,Western Carolina University,714,21559,12396,2278,1352,0.437,0.384,0.87,30.2,17.4,3.2,1.9,61.3,SAC
2002,1,28,Dan Dickau,Gonzaga,300,4617,1745,405,752,0.401,0.341,0.831,15.4,5.8,1.4,2.5,5.9,SAC
2002,2,58,Corsley Edwards,Central Connecticut State University,10,110,27,25,3,0.323,0.0,0.583,11.0,2.7,2.5,0.3,0.1,SAC
2001,1,25,Gerald Wallace,Alabama,832,24731,9933,4838,1725,0.469,0.312,0.709,29.7,11.9,5.8,2.1,59.7,SAC
2000,1,16,Hedo Türkoğlu,Out US,997,26695,11022,3971,2832,0.426,0.384,0.784,26.8,11.1,4.0,2.8,63.3,SAC
2000,2,45,Jabari Smith,LSU,108,1063,329,178,66,0.413,0.125,0.69,9.8,3.0,1.6,0.6,1.3,SAC
1999,2,45,Ryan Robertson,Kansas,1,25,5,0,0,0.333,0.0,1.0,25.0,5.0,0.0,0.0,0.0,SAC
1998,1,7,Jason Williams,Florida,788,23188,8266,1810,4611,0.398,0.327,0.813,29.4,10.5,2.3,5.9,38.5,SAC
1998,2,36,Jerome James,Florida A&M,358,4771,1540,1099,118,0.485,0.0,0.617,13.3,4.3,3.1,0.3,2.9,SAC
1997,1,11,Tariq Abdul-Wahad,San Jose State,236,4807,1830,776,266,0.417,0.237,0.703,20.4,7.8,3.3,1.1,3.5,SAC
1997,2,40,Anthony Johnson,College of Charleston,793,15552,4432,1358,2274,0.414,0.356,0.745,19.6,5.6,1.7,2.9,23.2,SAC
1996,1,14,Peja Stojaković,Out US,804,26966,13647,3782,1408,0.45,0.401,0.895,33.5,17.0,4.7,1.8,82.6,SAC
1996,2,41,Jason Sasser,Texas Tech,14,108,30,15,4,0.412,0.333,0.5,7.7,2.1,1.1,0.3,0.0,SAC
1995,1,13,Corliss Williamson,Arkansas,822,18749,9147,3183,972,0.49,0.136,0.714,22.8,11.1,3.9,1.2,34.7,SAC
1995,2,47,Tyus Edney,UCLA,226,4743,1728,393,910,0.405,0.322,0.806,21.0,7.6,1.7,4.0,6.8,SAC
1994,1,8,Brian Grant,Xavier,756,21417,7933,5622,923,0.49,0.214,0.746,28.3,10.5,7.4,1.2,54.5,SAC
1994,2,35,Michael Smith,Providence,449,10552,2527,3193,661,0.538,0.143,0.529,23.5,5.6,7.1,1.5,23.4,SAC
1994,2,51,Lawrence Funderburke,Ohio State,318,4726,2031,1142,183,0.506,0.118,0.675,14.9,6.4,3.6,0.6,12.9,SAC
1993,1,7,Bobby Hurley,Duke,269,4170,1032,283,880,0.353,0.272,0.769,15.5,3.8,1.1,3.3,-1.2,SAC
1993,2,31,Evers Burns,Maryland,23,143,56,30,9,0.4,0.0,0.522,6.2,2.4,1.3,0.4,0.1,SAC
1993,2,52,Mike Peplowski,Michigan State,68,705,194,176,26,0.556,0.0,0.531,10.4,2.9,2.6,0.4,1.0,SAC
1992,1,7,Walt Williams,Maryland,708,18818,8385,2794,1637,0.425,0.379,0.743,26.6,11.8,3.9,2.3,33.9,SAC
1991,1,3,Billy Owens,Syracuse,600,17619,7026,4016,1704,0.481,0.291,0.629,29.4,11.7,6.7,2.8,28.6,SAC
1991,1,27,Pete Chilcutt,UNC,584,8394,2494,1935,488,0.441,0.381,0.696,14.4,4.3,3.3,0.8,10.6,SAC
1991,2,31,Randy Brown,New Mexico State,655,11533,3148,1173,1420,0.417,0.2,0.691,17.6,4.8,1.8,2.2,11.0,SAC
1990,1,7,Lionel Simmons,La Salle,454,13472,5833,2833,1498,0.433,0.305,0.771,29.7,12.8,6.2,3.3,16.9,SAC
1990,1,14,Travis Mays,Texas,115,2964,1273,233,326,0.41,0.362,0.749,25.8,11.1,2.0,2.8,2.4,SAC
1990,1,18,Duane Causwell,Temple,541,9409,2648,2273,243,0.507,0.286,0.618,17.4,4.9,4.2,0.4,15.8,SAC
1990,1,23,Anthony Bonner,Saint Louis,318,7372,2199,1726,442,0.468,0.125,0.59,23.2,6.9,5.4,1.4,10.8,SAC
1990,2,40,Bimbo Coles,Virginia Tech,852,20319,6628,1820,3313,0.425,0.267,0.811,23.8,7.8,2.1,3.9,27.4,SAC
1989,1,1,Pervis Ellison,Louisville,474,11593,4494,3170,691,0.51,0.05,0.689,24.5,9.5,6.7,1.5,21.8,SAC
1988,1,18,Ricky Berry,San Jose State,64,1406,706,197,80,0.45,0.406,0.789,22.0,11.0,3.1,1.3,2.4,SAC
1988,2,29,Vinny Del Negro,NC State,771,19211,7038,1810,2484,0.475,0.359,0.84,24.9,9.1,2.3,3.2,40.6,SAC
1987,1,6,Kenny Smith,UNC,737,22213,9397,1454,4073,0.48,0.399,0.829,30.1,12.8,2.0,5.5,46.8,SAC
1987,4,74,Joe Arlauckas,Niagara University,9,85,34,13,8,0.326,0.0,0.75,9.4,3.8,1.4,0.9,-0.1,SAC
1986,1,17,Harold Pressley,Villanova,299,6802,2702,1339,628,0.437,0.358,0.778,22.7,9.0,4.5,2.1,10.0,SAC
1986,2,34,Johnny Rogers,University of California Irvine,69,636,251,104,29,0.472,0.0,0.679,9.2,3.6,1.5,0.4,0.4,SAC
1986,3,57,Bruce Douglas,Illinois,8,98,14,14,17,0.292,0.0,0.0,12.3,1.8,1.8,2.1,-0.2,SAC
1985,1,6,Joe Kleine,Arkansas,965,14712,4666,3991,622,0.453,0.271,0.794,15.2,4.8,4.1,0.6,19.1,SAC
1985,3,66,Michael Adams,Boston College,653,20446,9621,1900,4209,0.415,0.332,0.849,31.3,14.7,2.9,6.4,46.9,SAC
1984,1,9,Otis Thorpe,Providence,1257,39822,17600,10370,2730,0.546,0.047,0.687,31.7,14.0,8.2,2.2,106.4,SAC
1984,4,80,Carl Henry,Kansas,28,149,78,19,4,0.463,0.4,0.706,5.3,2.8,0.7,0.1,0.2,SAC
1983,1,13,Ennis Whatley,Alabama,385,7108,2150,679,1754,0.468,0.097,0.755,18.5,5.6,1.8,4.6,9.6,SAC
1983,2,38,Chris McNealy,San Jose State,108,1864,466,494,110,0.456,0.0,0.658,17.3,4.3,4.6,1.0,2.6,SAC
1983,7,152,Dane Suttle,Pepperdine,46,493,272,49,48,0.507,0.0,0.857,10.7,5.9,1.1,1.0,1.0,SAC
1982,1,5,LaSalle Thompson,Texas,985,21238,7806,6689,1139,0.492,0.154,0.737,21.6,7.9,6.8,1.2,35.0,SAC
1982,1,17,Brook Steppe,Georgia Tech,238,2858,1297,345,280,0.469,0.31,0.82,12.0,5.4,1.4,1.2,4.6,SAC
1982,3,51,Jim Johnstone,Wake Forest,23,191,31,46,11,0.367,0.0,0.45,8.3,1.3,2.0,0.5,-0.1,SAC
1982,4,74,Mike Sanders,UCLA,648,12391,5162,1927,880,0.482,0.221,0.769,19.1,8.0,3.0,1.4,17.9,SAC
1982,8,166,Ed Nealy,Kansas State,540,6792,1451,1799,392,0.498,0.292,0.684,12.6,2.7,3.3,0.7,15.2,SAC
1981,1,7,Steve Johnson,Oregon State,626,13618,7345,3450,777,0.572,0.0,0.634,21.8,11.7,5.5,1.2,26.9,SAC
1981,1,17,Kevin Loder,Alabama State University,148,2094,875,338,174,0.461,0.261,0.695,14.1,5.9,2.3,1.2,2.4,SAC
1981,2,29,Eddie Johnson,Illinois,1199,32604,19202,4832,2550,0.472,0.335,0.84,27.2,16.0,4.0,2.1,65.6,SAC
1981,4,78,Kenny Dennard,Duke,95,1244,268,286,93,0.429,0.3,0.644,13.1,2.8,3.0,1.0,1.4,SAC
1981,7,150,Clinton Wheeler,William Paterson University,87,867,254,71,157,0.489,0.0,0.741,10.0,2.9,0.8,1.8,1.1,SAC
1980,1,16,Hawkeye Whitney,NC State,70,1048,404,146,87,0.462,0.286,0.75,15.0,5.8,2.1,1.2,1.3,SAC
1979,1,18,Reggie King,Alabama,438,11345,3898,2707,691,0.514,0.0,0.699,25.9,8.9,6.2,1.6,24.8,SAC
1979,3,62,Terry Crosby,Tennessee,4,28,6,1,7,0.5,0.0,1.0,7.0,1.5,0.3,1.8,0.0,SAC
1979,4,85,John McCullough,Oklahoma,8,23,21,4,3,0.692,0.0,0.6,2.9,2.6,0.5,0.4,0.1,SAC
1978,1,2,Phil Ford,UNC,482,13503,5594,854,3083,0.467,0.0,0.82,28.0,11.6,1.8,6.4,23.3,SAC
1978,3,49,Jeff Cook,Idaho State University,518,9697,2734,2334,707,0.462,0.056,0.716,18.7,5.3,4.5,1.4,17.7,SAC
1978,4,70,Jeffrey Crompton,UNC,82,495,99,139,28,0.37,0.0,0.442,6.0,1.2,1.7,0.3,-0.1,SAC
1977,1,2,Otis Birdsong,Houston,696,21627,12544,2072,2260,0.506,0.0,0.655,31.1,18.0,3.0,3.2,48.2,SAC
1977,2,31,Eddie Owens,UNLV,8,63,21,10,5,0.429,0.0,0.5,7.9,2.6,1.3,0.6,0.0,SAC
1977,3,53,John Kuester,UNC,135,1527,451,141,305,0.427,0.0,0.833,11.3,3.3,1.0,2.3,2.0,SAC
1976,1,3,Richard Washington,UCLA,351,7874,3456,2204,409,0.453,0.0,0.711,22.4,9.8,6.3,1.2,10.8,SAC
1976,6,89,Andre McCarter,UCLA,103,1182,392,95,172,0.431,0.0,0.725,11.5,3.8,0.9,1.7,1.1,SAC
1975,1,10,Bill Robinzine,DePaul,529,11432,5541,3209,560,0.482,0.0,0.749,21.6,10.5,6.1,1.1,23.3,SAC
1975,1,13,Bob Bigelow,Penn,94,762,234,111,42,0.414,0.0,0.732,8.1,2.5,1.2,0.4,0.5,SAC
1975,2,31,Glenn Hansen,LSU,112,1447,588,247,93,0.412,0.0,0.725,12.9,5.3,2.2,0.8,1.0,SAC
1975,8,139,Jim Bostic,New Mexico State,4,48,26,16,3,0.545,0.0,0.4,12.0,6.5,4.0,0.8,0.1,SAC
1974,1,6,Scott Wedman,Colorado,906,25927,11916,4355,1771,0.481,0.0,0.794,28.6,13.2,4.8,2.0,53.7,SAC
1974,2,24,Len Kosmalski,Tennessee,76,506,110,144,53,0.398,0.0,0.778,6.7,1.4,1.9,0.7,0.6,SAC
1973,1,7,Ron Behagen,Minnesota,388,9131,3977,2712,624,0.425,0.0,0.754,23.5,10.3,7.0,1.6,13.0,SAC
1973,2,20,Mike D'Antoni,Marshall,130,1858,432,186,248,0.392,0.0,0.736,14.3,3.3,1.4,1.9,0.9,SAC
1973,2,25,Larry McNeill,Marquette,297,5094,2533,1440,225,0.466,0.0,0.779,17.2,8.5,4.8,0.8,13.4,SAC
1973,5,76,M.L. Carr,Guilford College,604,14216,5853,2595,1112,0.47,0.0,0.746,23.5,9.7,4.3,1.8,29.0,SAC
1972,2,19,Sam Sibert,Kentucky State University,5,26,12,4,0,0.308,0.0,0.8,5.2,2.4,0.8,0.0,-0.1,SAC
1972,2,28,Mike Ratliff,University of Wisconsin-Eau Claire,60,685,241,194,38,0.417,0.0,0.536,11.4,4.0,3.2,0.6,-0.2,SAC
1972,3,38,Ron Riley,USC,264,4852,1542,1368,318,0.419,0.0,0.691,18.4,5.8,5.2,1.2,2.5,SAC
1972,4,53,Frank Schade,University of Wisconsin-Eau Claire,9,76,10,6,10,0.286,0.0,1.0,8.4,1.1,0.7,1.1,0.0,SAC
1971,1,4,Ken Durrett,La Salle,120,1205,484,233,54,0.434,0.0,0.637,10.0,4.0,1.9,0.5,0.6,SAC
1971,2,21,John Mengelt,Auburn,636,12788,6218,1221,1329,0.479,0.0,0.809,20.1,9.8,1.9,2.1,27.9,SAC
1971,4,55,Sid Catlett,Notre Dame,9,40,6,4,1,0.222,0.0,0.222,4.4,0.7,0.4,0.1,-0.2,SAC
1971,6,89,Gil McGregor,Wake Forest,42,532,171,148,18,0.363,0.0,0.696,12.7,4.1,3.5,0.4,-0.4,SAC
1970,1,5,Sam Lacey,New Mexico State,1002,31873,10303,9687,3754,0.441,0.0,0.738,31.8,10.3,9.7,3.7,50.9,SAC
1970,2,19,Tiny Archibald,Texas-El Paso,876,31159,16481,2046,6476,0.467,0.0,0.81,35.6,18.8,2.3,7.4,83.4,SAC
1970,3,39,Greg Hyder,Eastern New Mexico University,77,1359,417,332,48,0.447,0.0,0.718,17.6,5.4,4.3,0.6,1.1,SAC
1969,1,8,Herm Gilliam,Purdue,578,15026,6252,2175,2225,0.441,0.0,0.792,26.0,10.8,3.8,3.8,20.8,SAC
1969,3,37,Luther Rackley,Xavier,221,3443,1337,1003,143,0.451,0.0,0.626,15.6,6.0,4.5,0.6,4.7,SAC
1969,3,41,Luther Green,Long Island University,5,32,3,3,0,0.0,0.0,0.333,6.4,0.6,0.6,0.0,-0.3,SAC
1969,5,65,Jake Ford,University of Maryland Eastern Shore,31,249,126,20,35,0.462,0.0,0.764,8.0,4.1,0.6,1.1,0.7,SAC
